model_code,name,serie,install_type,energy_class,avg_rating,review_count,is_discontinued,highlights_raw,url
SMI4EVS08E,Serie 4Lavastoviglie da incasso con frontalino 60 cm Acciaio spazzolatoSMI4EVS08E,Serie 4,built-in,B,4.2,25,False,"Home Connect: controlla la tua lavastoviglie ovunque ti trovi e sfruttane al massimo tutte le potenzialità. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-con-frontalino-60cm/SMI4EVS08E
SMI4HCB07E,Serie 4Lavastoviglie da incasso con frontalino 60 cm NeroSMI4HCB07E,Serie 4,built-in,C,0.0,0,False,"Home Connect: controlla la tua lavastoviglie ovunque ti trovi e sfruttane al massimo tutte le potenzialità. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-con-frontalino-60cm/SMI4HCB07E
SMI4HVS00E,Il prodotto non è più disponibile,,,,,,True,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-con-frontalino-60cm/SMI4HVS00E
SMI6ECS00E,Serie 6Lavastoviglie da incasso con frontalino 60 cm Acciaio spazzolatoSMI6ECS00E,Serie 6,built-in,B,4.8,31,False,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Extra Clean Zone: zona nel cestello superiore per una pulizia intensiva delle stoviglie più sporche. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Assistente al lavaggio: il programma giusto per ogni carico. | RackMatic: cestello superiore regolabile in altezza su 3 livelli | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-con-frontalino-60cm/SMI6ECS00E
SMI6ECS12E,Serie 6Lavastoviglie da incasso con frontalino 60 cm Acciaio spazzolatoSMI6ECS12E,Serie 6,built-in,A,4.9,18,False,"Lavastoviglie Green Collection: utilizzo di acciaio inox a ridotte emissioni di CO₂. Per un minor impatto ambientale. | Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Extra Clean Zone: zona nel cestello superiore per una pulizia intensiva delle stoviglie più sporche. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-con-frontalino-60cm/SMI6ECS12E
SMI6ZCS10E,Serie 6Lavastoviglie da incasso con frontalino 60 cm Acciaio spazzolatoSMI6ZCS10E,Serie 6,built-in,B,5.0,10,False,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | PerfectDry: Risultati di asciugatura fino a 2 volte migliori sulla plastica* | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-con-frontalino-60cm/SMI6ZCS10E
SMP4ECC72S,Serie 4Lavastoviglie da incasso sottopiano 60 cm Acciaio nero spazzolato anti-improntaSMP4ECC72S,Serie 4,built-in,A,5.0,6,False,"Lavastoviglie Green Collection: utilizzo di acciaio inox a ridotte emissioni di CO₂. Per un minor impatto ambientale. | Home Connect: controlla la tua lavastoviglie ovunque ti trovi e sfruttane al massimo tutte le potenzialità. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-sottopiano-60cm/SMP4ECC72S
SMP4ECS71S,Serie 4Lavastoviglie da incasso sottopiano 60 cm Acciaio spazzolatoSMP4ECS71S,Serie 4,built-in,B,4.8,4,False,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Extra Clean Zone: zona nel cestello superiore per una pulizia intensiva delle stoviglie più sporche. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-sottopiano-60cm/SMP4ECS71S
SMP4ECS79S,Il prodotto non è più disponibile,,,,,,True,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Extra Clean Zone: zona nel cestello superiore per una pulizia intensiva delle stoviglie più sporche. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Assistente al lavaggio: il programma giusto per ogni carico. | RackMatic: cestello superiore regolabile in altezza su 3 livelli | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-sottopiano-60cm/SMP4ECS79S
SMP4ECW72S,Serie 4Lavastoviglie da incasso sottopiano 60 cm BiancoSMP4ECW72S,Serie 4,built-in,A,0.0,0,False,"Lavastoviglie Green Collection: utilizzo di acciaio inox a ridotte emissioni di CO₂. Per un minor impatto ambientale. | Home Connect: controlla la tua lavastoviglie ovunque ti trovi e sfruttane al massimo tutte le potenzialità. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-sottopiano-60cm/SMP4ECW72S
SMP6ZCC71S,Il prodotto non è più disponibile,,,,,,True,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | PerfectDry: Risultati di asciugatura fino a 2 volte migliori sulla plastica* | Extra Clean Zone: zona nel cestello superiore per una pulizia intensiva delle stoviglie più sporche. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Intelligent Programme: personalizza il programma di lavaggio in base alle tue preferenze. | Assistente al lavaggio: il programma giusto per ogni carico. | Emotion Light: l'illuminazione interna della lavastoviglie. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-incasso/lavastoviglie-sottopiano-60cm/SMP6ZCC71S
SMS2HTI02E,Serie 2Lavastoviglie da libera installazione 60 cm Acciaio spazzolato anti-improntaSMS2HTI02E,Serie 2,freestanding,D,4.9,205,False,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS2HTI02E
SMS2HTI06E,Serie 2Lavastoviglie da libera installazione 60 cm Acciaio spazzolato anti-improntaSMS2HTI06E,Serie 2,freestanding,C,4.9,59,False,"Home Connect: controlla la tua lavastoviglie ovunque ti trovi e sfruttane al massimo tutte le potenzialità. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS2HTI06E
SMS2HTW02E,Serie 2Lavastoviglie da libera installazione 60 cm BiancoSMS2HTW02E,Serie 2,freestanding,D,4.7,96,False,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS2HTW02E
SMS2HTW06E,Serie 2Lavastoviglie da libera installazione 60 cm BiancoSMS2HTW06E,Serie 2,freestanding,C,4.7,42,False,"Home Connect: controlla la tua lavastoviglie ovunque ti trovi e sfruttane al massimo tutte le potenzialità. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS2HTW06E
SMS2ITI33E,Il prodotto non è più disponibile,,,,,,True,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS2ITI33E
SMS2ITW33E,Il prodotto non è più disponibile,,,,,,True,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS2ITW33E
SMS46KI01E,Il prodotto non è più disponibile,,,,,,True,"Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS46KI01E
SMS4ECI27E,Serie 4Lavastoviglie da libera installazione 60 cm Acciaio spazzolato anti-improntaSMS4ECI27E,Serie 4,freestanding,A,4.0,2,False,"Lavastoviglie Green Collection: utilizzo di acciaio inox a ridotte emissioni di CO₂. Per un minor impatto ambientale. | Home Connect: controlla la tua lavastoviglie ovunque ti trovi e sfruttane al massimo tutte le potenzialità. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Extra Clean Zone: zona nel cestello superiore per una pulizia intensiva delle stoviglie più sporche. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS4ECI27E
SMS4ECI28E,Serie 4Lavastoviglie da libera installazione 60 cm Acciaio spazzolato anti-improntaSMS4ECI28E,Serie 4,freestanding,A,4.8,482,False,"Lavastoviglie Green Collection: utilizzo di acciaio inox a ridotte emissioni di CO₂. Per un minor impatto ambientale. | Home Connect: controlla la tua lavastoviglie ovunque ti trovi e sfruttane al massimo tutte le potenzialità. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | Silence on demand: per ridurre ulteriormente il livello sonoro tramite app Home Connect. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS4ECI28E
SMS4EKI06E,Il prodotto non è più disponibile,,,,,,True,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS4EKI06E
SMS4EMC06E,Serie 4Lavastoviglie da libera installazione 60 cm Acciaio nero spazzolato anti-improntaSMS4EMC06E,Serie 4,freestanding,B,4.9,155,False,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | RackMatic: cestello superiore regolabile in altezza su 3 livelli | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS4EMC06E
SMS4EMI01E,Il prodotto non è più disponibile,,,,,,True,"Home Connect: lavastoviglie connesse per una vita quotidiana più semplice. | Efficient Dry: grazie all'apertura della porta a fine ciclo, il processo di asciugatura risulta più efficace. | Livello di igiene certificato per il programma Eco 50 °C e livelli ancora superiori con i programmi Intensive 70 °C e Machine Care. | Diagnostica da remoto: in caso di malfunzionamento, chiama il team di assistenza e verifica lo stato del tuo elettrodomestico. | Programme Download: programmi di lavaggio aggiuntivi per esigenze specifiche. | Smart Start: scelta strategica dell'orario di avvio. | Assistente al lavaggio: il programma giusto per ogni carico. | Grazie al vano Dosage Assist, il detersivo si scioglie in modo ottimale favorendone l'efficacia durante il lavaggio. | Programma Preferito. Personalizza la tua lavastoviglie. | SilentPowerDrive: motore potente, silenzioso e duraturo. | Aqua Stop: sistema di protezione antiallagamento con garanzia Bosch in caso di danni causati dall'acqua - per tutta la vita dell'apparecchio.",https://www.bosch-home.com/it/it/mkt-product/lavastoviglie/lavastoviglie-da-libero-posizionamento/lavastoviglie-da-60-cm/SMS4EMI01E
